year,area,site,acropora,favites,porites,total
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,0,0,2,2
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,0,0,0,2
2011,0.1089,PNEP,1,0,0,1
2011,0.1089,PNEP,1,0,0,1
2011,0.1089,PNEP,0,0,1,1
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,1,0,0,1
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,1,0,0,1
2011,0.1089,PNEP,1,0,0,1
2011,0.1089,PNEP,0,0,1,1
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,0,0,0,1
2011,0.1089,PNEP,0,0,0,1
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,0,0,0,3
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,1,0,0,1
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,0,1,0,1
2011,0.1089,PNEP,1,0,0,2
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,1,0,0,3
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,1,0,0,1
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,1,0,0,2
2011,0.1089,PNEP,1,0,0,1
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,PNEP,0,0,0,0
2011,0.1089,MNWC,0,0,0,0
2011,0.1089,MNWC,0,0,0,0
2011,0.1089,MNWC,0,0,0,1
2011,0.1089,MNWC,0,0,1,3
2011,0.1089,MNWC,0,3,0,4
2011,0.1089,MNWC,0,0,1,2
2011,0.1089,MNWC,0,0,0,0
2011,0.1089,MNWC,0,0,1,1
2011,0.1089,MNWC,0,0,1,1
2011,0.1089,MNWC,0,0,0,0
2011,0.1089,MNWC,0,0,0,0
2011,0.1089,MNWC,1,0,0,2
2011,0.1089,MNWC,0,0,0,0
2011,0.1089,MNWC,0,0,0,1
2011,0.1089,MNWC,0,0,0,1
2011,0.1089,MNWC,0,0,0,0
2011,0.1089,MNWC,0,0,0,1
2011,0.1089,MNWC,0,1,0,1
2011,0.1089,MNWC,0,0,0,1
2011,0.1089,MNWC,0,0,0,6
2011,0.1089,MNWC,0,0,0,4
2011,0.1089,MNWC,0,0,1,17
2011,0.1089,MNWC,0,0,0,0
2011,0.1089,MNWC,0,0,0,1
2011,0.1089,MNWC,0,0,0,0
2011,0.1089,MNWC,0,0,0,0
2011,0.1089,MNWC,1,0,1,5
2011,0.1089,MNWC,0,0,1,3
2011,0.1089,MNWC,0,0,0,1
2011,0.1089,MNWC,0,0,0,0
2011,0.1089,MNWC,0,0,0,0
2011,0.1089,MNWC,0,0,0,0
2011,0.1089,MNWC,0,0,0,0
2011,0.1089,MNWC,0,0,0,0
2011,0.1089,MNWC,0,0,2,2
2011,0.1089,MNWC,0,0,0,0
2011,0.1089,MNWC,0,0,0,0
2011,0.1089,MNWC,0,1,0,1
2011,0.1089,MNWC,0,0,0,0
2011,0.1089,MNWC,0,0,0,0
2011,0.1089,MNWC,0,0,0,0
2011,0.1089,MNWC,0,0,0,2
2011,0.1089,MNWC,0,0,0,0
2011,0.1089,MNWC,0,0,0,0
2011,0.1089,MNWC,0,0,1,3
2011,0.1089,MNWC,0,0,0,1
2011,0.1089,MNWC,0,0,0,1
2011,0.1089,MNWC,0,0,0,0
2011,0.1089,MNWC,0,0,0,0
2011,0.1089,MNWC,0,0,0,1
2011,0.1089,MNWG,1,0,0,1
2011,0.1089,MNWG,0,2,0,2
2011,0.1089,MNWG,0,0,0,0
2011,0.1089,MNWG,1,1,0,2
2011,0.1089,MNWG,0,2,1,6
2011,0.1089,MNWG,2,0,0,4
2011,0.1089,MNWG,0,0,0,1
2011,0.1089,MNWG,0,0,0,0
2011,0.1089,MNWG,1,0,2,3
2011,0.1089,MNWG,1,1,1,3
2011,0.1089,MNWG,2,5,1,10
2011,0.1089,MNWG,0,2,3,6
2011,0.1089,MNWG,0,0,0,3
2011,0.1089,MNWG,0,1,5,8
2011,0.1089,MNWG,0,1,1,4
2011,0.1089,MNWG,3,2,0,10
2011,0.1089,MNWG,1,1,2,4
2011,0.1089,MNWG,3,1,0,5
2011,0.1089,MNWG,0,1,1,8
2011,0.1089,MNWG,0,1,1,4
2011,0.1089,MNWG,0,1,2,5
2011,0.1089,MNWG,0,0,0,1
2011,0.1089,MNWG,0,2,1,5
2011,0.1089,MNWG,0,3,0,7
2011,0.1089,MNWG,0,0,1,7
2011,0.1089,MNWG,0,0,3,4
2011,0.1089,MNWG,0,1,2,10
2011,0.1089,MNWG,2,0,1,3
2011,0.1089,MNWG,0,0,0,3
2011,0.1089,MNWG,1,0,0,3
2011,0.1089,MNWG,0,0,1,1
2011,0.1089,MNWG,2,3,1,8
2011,0.1089,MNWG,2,0,1,3
2011,0.1089,MNWG,0,0,1,1
2011,0.1089,MNWG,1,0,0,2
2011,0.1089,MNWG,0,0,2,2
2011,0.1089,MNWG,0,0,0,0
2011,0.1089,MNWG,3,0,0,6
2011,0.1089,MNWG,1,2,0,3
2011,0.1089,MNWG,1,1,5,7
2011,0.1089,MNWP,0,0,1,1
2011,0.1089,MNWP,0,0,0,1
2011,0.1089,MNWP,0,0,0,0
2011,0.1089,MNWP,0,0,0,0
2011,0.1089,MNWP,0,0,1,1
2011,0.1089,MNWP,0,0,0,0
2011,0.1089,MNWP,0,0,0,0
2011,0.1089,MNWP,0,0,1,1
2011,0.1089,MNWP,0,0,0,0
2011,0.1089,MNWP,0,0,0,0
2011,0.1089,MNWP,1,0,1,4
2011,0.1089,MNWP,0,0,1,4
2011,0.1089,MNWP,0,0,0,0
2011,0.1089,MNWP,0,0,0,1
2011,0.1089,MNWP,0,0,0,1
2011,0.1089,MNWP,0,0,0,1
2011,0.1089,MNWP,0,0,0,0
2011,0.1089,MNWP,1,0,3,5
2011,0.1089,MNWP,0,0,0,0
2011,0.1089,MNWP,0,0,1,1
2011,0.1089,MNWP,2,0,0,3
2011,0.1089,MNWP,0,0,0,1
2011,0.1089,MNWP,0,0,2,3
2011,0.1089,MNWP,0,0,0,1
2011,0.1089,MNWP,2,0,0,2
2011,0.1089,MNWP,0,0,1,2
2011,0.1089,MNWP,0,1,0,1
2011,0.1089,MNWP,0,0,1,1
2011,0.1089,MNWP,0,0,0,0
2011,0.1089,MNWP,0,0,0,0
2011,0.1089,MNWP,0,0,0,0
2011,0.1089,MNWP,0,0,2,2
2011,0.1089,MNWP,0,0,0,1
2011,0.1089,MNWP,0,0,0,1
2011,0.1089,MNWP,0,0,2,3
2011,0.1089,MNWP,0,0,0,0
2011,0.1089,MNWP,1,0,0,1
2011,0.1089,MNWP,0,0,0,1
2011,0.1089,MNWP,1,0,1,3
2011,0.1089,MNWP,1,0,0,2
2011,0.1089,MNWP,0,1,1,2
2011,0.1089,MNWP,0,0,2,7
2011,0.1089,MNWP,1,0,2,4
2011,0.1089,MNWP,0,0,0,0
2011,0.1089,MNWP,1,0,0,1
2011,0.1089,MNWP,0,0,0,1
2011,0.1089,MNWP,0,0,0,0
2011,0.1089,MNWP,0,0,0,0
2011,0.1089,MNWP,0,0,0,0
2011,0.1089,MNWP,0,0,1,1
2011,0.1089,MNWP,0,0,0,0
2011,0.1089,MNWP,0,0,0,0
2011,0.1089,MNWP,0,0,1,1
2011,0.1089,MNWP,0,0,0,0
2011,0.1089,MNWP,0,0,0,0
2011,0.1089,MNWP,0,0,0,0
2011,0.1089,MNWP,0,0,0,0
2011,0.1089,MNWP,0,1,0,1
2011,0.1089,MNWP,0,0,0,1
2011,0.1089,MNWP,1,0,0,1
2011,0.1089,MSAC,0,0,0,0
2011,0.1089,MSAC,0,0,1,1
2011,0.1089,MSAC,0,0,0,1
2011,0.1089,MSAC,0,0,0,2
2011,0.1089,MSAC,0,0,0,0
2011,0.1089,MSAC,0,0,0,1
2011,0.1089,MSAC,0,0,1,2
2011,0.1089,MSAC,0,0,0,0
2011,0.1089,MSAC,0,0,0,0
2011,0.1089,MSAC,1,0,0,3
2011,0.1089,MSAC,0,0,0,0
2011,0.1089,MSAC,0,0,0,2
2011,0.1089,MSAC,0,0,0,0
2011,0.1089,MSAC,0,0,0,3
2011,0.1089,MSAC,1,0,0,1
2011,0.1089,MSAC,0,0,0,1
2011,0.1089,MSAC,0,0,0,0
2011,0.1089,MSAC,0,0,0,0
2011,0.1089,MSAC,1,0,0,1
2011,0.1089,MSAC,0,0,0,0
2011,0.1089,MSAC,0,1,1,3
2011,0.1089,MSAC,0,0,0,0
2011,0.1089,MSAC,0,0,0,1
2011,0.1089,MSAC,0,0,0,0
2011,0.1089,MSAC,0,1,1,7
2011,0.1089,MSAC,0,0,0,0
2011,0.1089,MSAC,0,0,0,2
2011,0.1089,MSAC,0,0,0,0
2011,0.1089,MSAC,0,0,0,0
2011,0.1089,MSAC,0,0,2,2
2011,0.1089,MSAC,0,0,0,2
2011,0.1089,MSAC,0,0,0,0
2011,0.1089,MSAC,0,0,0,0
2011,0.1089,MSAC,0,0,0,1
2011,0.1089,MSAC,0,0,0,1
2011,0.1089,MSAC,0,0,0,9
2011,0.1089,MSAC,0,0,0,0
2011,0.1089,MSAC,0,0,0,0
2011,0.1089,MSAC,0,0,0,2
2011,0.1089,MSAC,0,0,0,0
2011,0.1089,MSAC,0,0,0,0
2011,0.1089,MSAC,0,0,0,1
2011,0.1089,MSAC,1,0,0,4
2011,0.1089,MSAC,1,0,1,2
2011,0.1089,MSAC,0,0,0,0
2011,0.1089,MSAC,0,0,0,1
2011,0.1089,MSAC,2,0,0,2
2011,0.1089,MSAC,2,0,0,3
2011,0.1089,MSAC,0,0,1,5
2011,0.1089,MSAC,0,0,0,1
2011,0.1089,MSAC,0,0,0,0
2011,0.1089,MSAC,0,0,0,9
2011,0.1089,MSAC,1,0,0,6
2011,0.1089,MSAC,0,0,0,8
2011,0.1089,MSAC,0,0,0,0
2011,0.1089,MSAC,0,0,0,2
2011,0.1089,MSAG,0,0,0,0
2011,0.1089,MSAG,1,0,0,1
2011,0.1089,MSAG,0,0,0,1
2011,0.1089,MSAG,0,0,0,1
2011,0.1089,MSAG,0,0,0,0
2011,0.1089,MSAG,0,0,0,0
2011,0.1089,MSAG,0,0,0,0
2011,0.1089,MSAG,0,0,3,3
2011,0.1089,MSAG,0,0,0,0
2011,0.1089,MSAG,1,0,0,1
2011,0.1089,MSAG,0,0,0,4
2011,0.1089,MSAG,0,0,0,4
2011,0.1089,MSAG,0,0,0,0
2011,0.1089,MSAG,0,0,0,0
2011,0.1089,MSAG,0,0,0,1
2011,0.1089,MSAG,0,0,0,0
2011,0.1089,MSAG,0,0,0,0
2011,0.1089,MSAG,0,2,0,2
2011,0.1089,MSAG,0,0,0,0
2011,0.1089,MSAG,0,0,0,0
2011,0.1089,MSAG,0,0,0,0
2011,0.1089,MSAG,0,0,0,0
2011,0.1089,MSAG,0,0,0,0
2011,0.1089,MSAG,0,0,0,0
2011,0.1089,MSAG,1,0,0,1
2011,0.1089,MSAG,1,0,0,1
2011,0.1089,MSAG,0,1,0,1
2011,0.1089,MSAG,0,0,0,0
2011,0.1089,MSAG,3,0,0,3
2011,0.1089,MSAG,0,2,0,2
2011,0.1089,MSAG,0,0,0,0
2011,0.1089,MSAG,1,0,1,2
2011,0.1089,MSAG,0,0,0,0
2011,0.1089,MSAG,0,0,0,3
2011,0.1089,MSAG,0,0,0,3
2011,0.1089,MSAG,0,0,0,0
2011,0.1089,MSAG,1,0,0,1
2011,0.1089,MSAG,0,0,0,1
2011,0.1089,MSAG,0,0,0,3
2011,0.1089,MSAG,0,1,0,1
2011,0.1089,MSAG,0,0,0,0
2011,0.1089,MSAG,0,0,0,1
2011,0.1089,MSAG,0,0,0,0
2011,0.1089,MSAG,0,0,0,0
2011,0.1089,MSAG,0,3,1,4
2011,0.1089,MSAG,0,0,0,0
2011,0.1089,MSAG,0,1,0,1
2011,0.1089,MSAG,1,0,0,2
2011,0.1089,MSAG,0,1,0,2
2011,0.1089,MSAG,0,0,0,0
2011,0.1089,MSAG,0,0,0,0
2011,0.1089,MSAG,0,0,0,0
2011,0.1089,MSAG,0,0,0,0
2011,0.1089,MSAG,0,0,0,0
2011,0.1089,MSAG,0,0,0,0
2011,0.1089,MSAG,1,0,0,1
2011,0.1089,MSAG,0,0,0,2
2011,0.1089,MSAG,0,0,0,0
2011,0.1089,MSAG,0,0,0,0
2011,0.1089,MSAP,0,0,0,1
2011,0.1089,MSAP,0,0,0,6
2011,0.1089,MSAP,0,0,1,4
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,0,0,0,4
2011,0.1089,MSAP,0,0,1,3
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,0,0,0,2
2011,0.1089,MSAP,0,0,0,1
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,1,0,0,1
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,0,0,0,2
2011,0.1089,MSAP,0,0,0,1
2011,0.1089,MSAP,0,0,2,10
2011,0.1089,MSAP,1,0,0,6
2011,0.1089,MSAP,0,0,1,1
2011,0.1089,MSAP,0,1,1,8
2011,0.1089,MSAP,0,0,1,1
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,0,0,0,2
2011,0.1089,MSAP,0,0,1,7
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,0,0,1,2
2011,0.1089,MSAP,0,0,1,6
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,1,0,1,2
2011,0.1089,MSAP,0,0,0,2
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,0,0,0,1
2011,0.1089,MSAP,0,0,0,3
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,1,0,0,1
2011,0.1089,MSAP,0,0,1,1
2011,0.1089,MSAP,0,0,0,2
2011,0.1089,MSAP,0,0,0,1
2011,0.1089,MSAP,0,1,0,5
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,0,0,0,2
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,0,0,1,2
2011,0.1089,MSAP,0,0,0,1
2011,0.1089,MSAP,0,0,1,1
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,0,0,0,1
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,0,0,1,3
2011,0.1089,MSAP,0,0,1,1
2011,0.1089,MSAP,0,0,0,5
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,0,2,1,3
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,0,0,1,3
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,0,0,0,1
2011,0.1089,MSAP,0,0,0,1
2011,0.1089,MSAP,0,0,1,3
2011,0.1089,MSAP,0,0,1,3
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,0,0,2,2
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,2,0,3,5
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,0,0,1,2
2011,0.1089,MSAP,0,1,0,2
2011,0.1089,MSAP,0,0,0,1
2011,0.1089,MSAP,0,0,0,5
2011,0.1089,MSAP,0,0,0,0
2011,0.1089,MSAP,0,0,0,3
2011,0.1089,MSAP,0,0,0,1
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,1
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,2,0,2
2011,0.1089,PSWC,0,0,0,1
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,1,0,1
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWC,0,0,0,0
2011,0.1089,PSWG,0,0,0,1
2011,0.1089,PSWG,0,0,0,0
2011,0.1089,PSWG,0,1,0,1
2011,0.1089,PSWG,0,0,0,0
2011,0.1089,PSWG,0,0,0,1
2011,0.1089,PSWG,0,0,0,0
2011,0.1089,PSWG,3,0,0,3
2011,0.1089,PSWG,1,1,0,2
2011,0.1089,PSWG,0,0,0,1
2011,0.1089,PSWG,0,0,0,0
2011,0.1089,PSWG,0,1,0,2
2011,0.1089,PSWG,0,0,0,0
2011,0.1089,PSWG,0,0,0,3
2011,0.1089,PSWG,1,0,0,1
2011,0.1089,PSWG,0,0,0,1
2011,0.1089,PSWG,0,0,0,2
2011,0.1089,PSWG,0,0,1,1
2011,0.1089,PSWG,0,0,0,0
2011,0.1089,PSWG,0,0,0,0
2011,0.1089,PSWG,0,0,0,0
2011,0.1089,PSWG,0,0,0,0
2011,0.1089,PSWG,0,0,0,2
2011,0.1089,PSWG,0,0,0,1
2011,0.1089,PSWG,0,0,0,0
2011,0.1089,PSWG,0,0,0,0
2011,0.1089,PSWG,0,0,0,0
2011,0.1089,PSWG,0,0,0,2
2011,0.1089,PSWG,0,0,0,1
2011,0.1089,PSWG,0,1,0,2
2011,0.1089,PSWG,0,1,0,1
2011,0.1089,PSWG,0,1,0,1
2011,0.1089,PSWG,0,0,0,0
2011,0.1089,PSWG,0,0,0,1
2011,0.1089,PSWG,0,0,0,0
2011,0.1089,PSWG,0,1,0,2
2011,0.1089,PSWG,0,0,1,1
2011,0.1089,PSWG,0,1,0,3
2011,0.1089,PSWG,0,0,0,1
2011,0.1089,PSWG,1,0,0,1
2011,0.1089,PSWG,0,1,1,4
2011,0.1089,PSWG,1,0,0,4
2011,0.1089,PSWG,0,0,0,0
2011,0.1089,PSWG,0,2,0,2
2011,0.1089,PSWG,0,0,0,0
2011,0.1089,PSWG,0,0,0,1
2011,0.1089,PSWG,1,0,0,1
2011,0.1089,PSWG,0,0,0,0
2011,0.1089,PSWG,0,0,0,0
2011,0.1089,PSWG,1,0,0,1
2011,0.1089,PSWG,0,0,0,0
2011,0.1089,PSWG,0,0,0,1
